Tradename,License #,UBI,Street Address,Suite/Rm,City,State,County,ZipCode,PrivDesc,PrivilegeStatus,DateCreated,DayPhone,
HAVE A HEART                                 ,415333,6031909830010002,12833 MARTIN LUTHER KING JR   ,WAY S                    ,SEATTLE                 ,WA,KING,981783513,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180110,2062618206,
HAVE A HEART                                 ,423379,6033536370010004,115 BLANCHARD ST              ,                         ,SEATTLE                 ,WA,KING,981212020,MARIJUANA RETAILER                 ,PENDING (ISSUED),20180604,5202508988,
HAVE A HEART CC                              ,421409,6031064400010002,300 NW 85TH ST STE A          ,                         ,SEATTLE                 ,WA,KING,981170000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180724,2062574500,
HERB'S HOUSE                                 ,402039,6032851830010001,716 NW 65TH ST                ,                         ,SEATTLE                 ,WA,KING,981175049,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180209,2065577388,
"HERB-N-CARE, LLC                             ",413934,6032012080010002,19906 AURORA AVE N            ,                         ,SHORELINE               ,WA,KING,981333526,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160323,2069207778,
HERBAL ACCESS RETAIL                         ,421918,6033185960010008,8962 BEAVER VALLEY RD         ,                         ,CHIMACUM                ,WA,JEFFERSON,983250000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180529,2068543538,
HERBAL E SCENTS                              ,411970,6024843170010004,120 NE CANNING DR             ,                         ,COLVILLE                ,WA,STEVENS,991142004,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180517,5096844420,
HERBAL E SCENTS                              ,419759,6024843170010003,1040 NORTH HIGHWAY            ,                         ,COLVILLE                ,WA,STEVENS,991142032,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170209,5096842316,
HERBAL HEALING                               ,423775,6035830060010002,3062 SW HWY 16 STE A          ,                         ,BREMERTON               ,WA,KITSAP,983120000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180726,2064278666,
HERBAL LEGENDS                               ,413702,6029455360010002,2118 JAMES ST                 ,                         ,BELLINGHAM              ,WA,WHATCOM,982254140,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170828,3605941738,
HERBAL LEGENDS CANNABIS                      ,420477,6029455360010003,7217 212TH ST SW              ,                         ,EDMONDS                 ,WA,SNOHOMISH,980267735,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170829,3605941738,
HERBAL LEGENDS CANNABIS                      ,422978,6029455360010004,2714 HENSON RD STE B          ,                         ,MOUNT VERNON            ,WA,SKAGIT,982730000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170829,3607783904,
HERBAL NATION                                ,413683,6034896600010001,19302 BOTHELL EVERETT HWY     ,                         ,BOTHELL                 ,WA,SNOHOMISH,980127113,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180306,4254861111,
HERBAN APOTHECARY                            ,422851,6035988810010001,2432C HWY 395 SUITE 300       ,                         ,CHEWELAH                ,WA,STEVENS,991090000,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160402,3602715583,
HERBAN LEGENDS                               ,420291,6034437290010003,55 BELL ST STE 100            ,                         ,SEATTLE                 ,WA,KING,981211762,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180116,2068495596,
HERBAN LEGENDS                               ,420302,6034437290010002,2700 4TH AVE S C1             ,                         ,SEATTLE                 ,WA,KING,981341942,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20160419,3604738393,
HERBAN LEGENDS                               ,422691,6031001810010003,2700 4TH AVE S STE C1-A       ,                         ,SEATTLE                 ,WA,KING,981341942,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160322,2068495596,
HERBN ELEMENTS                               ,413570,6033547460010001,11013 LAKE CITY WAY NE        ,                         ,SEATTLE                 ,WA,KING,981250000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180212,2065358769,
HIDDEN JOINT                                 ,422431,6035926990010001,6620 N MARKET ST STE 100      ,                         ,SPOKANE                 ,WA,SPOKANE,992177809,MARIJUANA RETAILER                 ,PENDING (ISSUED),20180616,5099901089,
HIGH 502                                     ,421726,6031533890010003,429 STATE HIGHWAY 506         ,                         ,TOLEDO                  ,WA,LEWIS,985910000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171109,2532731260,
HIGH END MARKET PLACE                        ,413550,6033503770010001,1906 BROADWAY                 ,                         ,VANCOUVER               ,WA,CLARK,986630000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171023,3606953612,
HIGH LIFE CANNABIS                           ,413805,6035915930010001,3948 3RD AVE UNIT 1           ,                         ,LOON LAKE               ,WA,STEVENS,981489683,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180510,4171202040,
HIGH SOCIETY                                 ,413534,6033531970010002,8630 S MARCH POINT RD         ,                         ,ANACORTES               ,WA,SKAGIT,982213412,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171023,3606610168,
HIGH SOCIETY                                 ,414430,6033510330010002,1824 BROADWAY                 ,                         ,EVERETT                 ,WA,SNOHOMISH,982012349,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180108,2063071651,
HIGH SOCIETY                                 ,414539,6034026890010001,5309 GUIDE MERIDIAN RD SUITE A,                         ,BELLINGHAM              ,WA,WHATCOM,982260000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180612,3603063257,
HIGH SOCIETY                                 ,421737,6033531970010005,1625 CENTER ST STE A          ,                         ,TACOMA                  ,WA,PIERCE,984097920,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20161028,3606610168,
HIGH SOCIETY BURLINGTON                      ,413533,6041319920010001,735 S. BURLINGTON BLVD        ,                         ,BURLINGTON              ,WA,SKAGIT,982332219,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171016,3606610168,
HIGH SOCIETY TACOMA                          ,423977,6041326560010001,3906 S 12TH ST                ,                         ,TACOMA                  ,WA,PIERCE,984051507,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180724,2533023121,
HIGH-5 CANNABIS                              ,421702,6034040170010002,6511 NE 137TH AVE             ,                         ,VANCOUVER               ,WA,CLARK,986825948,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180321,3609475404,
HIGHER LEAF MARIJUANA BELLEVUE               ,423000,6033437360010006,3079 156TH AVE SE             ,                         ,BELLEVUE                ,WA,KING,980076526,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170908,4258706335,
HIGHER LEAF MARIJUANA BOUTIQUE               ,414240,6034142130010001,12525 WILLOWS RD NE STE 60    ,                         ,KIRKLAND                ,WA,KING,980347205,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20160301,4258205967,
HIGHER LEAF MARIJUANA BOUTIQUE               ,422218,6034142130010002,12525 WILLOWS RD NE STE 10    ,                         ,KIRKLAND                ,WA,KING,980348735,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180718,4258205967,
HIGHWAY 7                                    ,414889,6042736840010001,7046 PACIFIC AVE              ,                         ,TACOMA                  ,WA,PIERCE,984087219,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180627,2539051055,
HOMEGROWN NORTHWEST                          ,421350,6035602530010001,2724 3RD AVE S                ,                         ,SEATTLE                 ,WA,KING,981341909,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180726,2534595741,
HWY 420                                      ,413427,6027629820010002,11493 CLEAR CREEK RD          ,                         ,SILVERDALE              ,WA,KITSAP,983839657,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170907,3604408671,
HWY 420                                      ,413843,6034060990010001,1110 CHARLESTON BEACH RD W    ,                         ,BREMERTON               ,WA,KITSAP,983124504,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180702,3609323182,
HYPEHERBALLY                                 ,414051,6033066060010003,1120 112TH ST SW              ,                         ,EVERETT                 ,WA,SNOHOMISH,982044863,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170831,4255829385,
HYPEHERBALLY                                 ,425498,6033066060010006,14702 HIGHWAY 99              ,                         ,LYNNWOOD                ,WA,SNOHOMISH,980875522,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180619,4255829385,
III KING COMPANY                             ,414750,6033505020010001,12925 MARTIN LUTHER KINGJR WAY,                         ,SEATTLE                 ,WA,KING,981780000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180430,2064911397,
ISLAND HERB                                  ,413727,6033504390010001,5565 VANBARR PLACE UNIT F     ,                         ,FREELAND                ,WA,ISLAND,982490000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171011,3603312898,
ISSAQUAH CANNABIS COMPANY                    ,414867,6033564790010001,230 NE JUNIPER ST STE#201     ,STE#201                  ,ISSAQUAH                ,WA,KING,980272519,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171007,2069492124,
IT IS LIT                                    ,423203,6035809000010002,1611 S SMITTYS BLVD  STE B    ,STE B                    ,RITZVILLE               ,WA,ADAMS,991692264,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180109,5096600497,
J & K CANNABIS                               ,355804,6030890680010002,RETAIL TITLE CERTIFICATE      ,                         ,LAKEWOOD                ,WA,PIERCE,984991030,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170912,2534684440,
"J.G.S., LLC.                                 ",422747,6035987740010001,17631 160TH ST SE STE B       ,                         ,MONROE                  ,WA,SNOHOMISH,982721903,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160331,4256337515,
"J.M.H., LLC.                                 ",422746,6035987570010001,381 E MAIN ST STE C           ,                         ,MONROE                  ,WA,SNOHOMISH,982721512,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160331,4252098924,
JACOB JAMES SATTLEEN                         ,413302,6020498450010003,412 N RIVER RD                ,                         ,USK                     ,WA,PEND OREILLE,991800000,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20161019,5094471032,
JASON J O BERGE                              ,422979,6024490320010005,13985 INTERURBAN AVE S        ,                         ,TUKWILA                 ,WA,KING,981685707,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160402,4252693242,
JD'S PROCUREMENT                             ,422725,6036027560010001,124 KRIS KAY DR               ,                         ,MOSSYROCK               ,WA,LEWIS,98564    ,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160330,2067142819,
JDT VENTURES                                 ,414886,6033581440010002,RETAIL TITLE CERTIFICATE      ,                         ,RIDGEFIELD              ,WA,CLARK,986423354,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180103,3608922878,
JST INTERNATIONAL                            ,415053,6033581190010001,34428 PACIFIC HWY S STE A     ,                         ,FEDERAL WAY             ,WA,KING,980036440,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20140101,2533328800,
JT RETAIL                                    ,414648,6033579950010001,23329 HIGHWAY 99              ,                         ,EDMONDS                 ,WA,SNOHOMISH,980268745,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20131224,2066767548,
KAHD HOLDING                                 ,421826,6035615620010001,18850 103RD AVE SW UNIT 105   ,                         ,VASHON                  ,WA,KING,980705250,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180426,2068985900,
KALEAFA                                      ,417643,6033220580010002,33858 SR 20 STE 102           ,                         ,OAK HARBOR              ,WA,ISLAND,982772664,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180521,3606822420,
KALEAFA                                      ,422251,6035861690010001,22834 PACIFIC HWY S           ,                         ,DES MOINES              ,WA,KING,981987262,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20180327,3602861348,
KARMA CANNABIS                               ,421168,6035537530010001,131 RIVER RD   STE A          ,                         ,SEQUIM                  ,WA,CLALLAM,983829804,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171109,3604606641,
KASSABIAN GENERAL                            ,413294,6033493960010001,3620 IRONGATE RD              ,                         ,BELLINGHAM              ,WA,WHATCOM,982260000,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20131123,3603038761,
